Company,Instrument,Credit Rating,1Y Range,% Assets
8.36% Ultratech Cement 2021,Debenture,AAA,9.02 - 9.69,9.02
8.5% SIDBI 2021,Debenture,AAA,7.79 - 8.34,7.79
7.62% Odisha State,State Development Loan,SOV,6.66 - 7.14,6.66
7.55% Orissa State 2021,State Development Loan,SOV,6.05 - 6.47,6.05
SIDBI 2020,Debenture,A1+,0.00 - 3.37,3.36
7.5% Power Finance Corp. 2020,Bonds,AAA,3.06 - 3.28,3.06
7.65% IRFC 2021,Debenture,AAA,0.00 - 1.10,1.04
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.87,0.87
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 0.67,0.65
8.65% Haryana State 2021,State Development Loan,SOV,0.53 - 0.58,0.53
93. Aditya Birla Sun Life Fixed Term Plan - Series QB (1113 Days) - Regular Plan
8.15% Rajasthan State 2021,State Development Loan,SOV,25.87 - 27.78,25.87
Sundaram Finance 2021,Debenture,AAA,11.63 - 11.85,11.85
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,10.66 - 11.40,10.66
7.73% REC 2021,Debenture,AAA,10.32 - 11.05,10.32
8.36% Ultratech Cement 2021,Debenture,AAA,9.02 - 9.69,9.02
8.5% SIDBI 2021,Debenture,AAA,7.79 - 8.34,7.79
7.62% Odisha State,State Development Loan,SOV,6.66 - 7.14,6.66
7.55% Orissa State 2021,State Development Loan,SOV,6.05 - 6.47,6.05
SIDBI 2020,Debenture,A1+,0.00 - 3.37,3.36
7.5% Power Finance Corp. 2020,Bonds,AAA,3.06 - 3.28,3.06
7.65% IRFC 2021,Debenture,AAA,0.00 - 1.10,1.04
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.87,0.87
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 0.67,0.65
8.65% Haryana State 2021,State Development Loan,SOV,0.53 - 0.58,0.53
94. Aditya Birla Sun Life Fixed Term Plan - Series QC (1116 Days) - Direct Plan
JM Financial Products 2021,Debenture,AA,9.52 - 9.94,9.94
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 9.93,9.85
8.5% Vedanta 2021,Debenture,AA,9.56 - 9.95,9.71
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,8.81 - 9.37,8.95
10.25% Adani Transmission 2021,Debenture,AA+,8.69 - 9.20,8.70
9% M&M Financial Services 2021,Debenture,AAA,7.59 - 8.67,8.56
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.30,8.30
9.05% Essel Lucknow Raebareli Toll Roads 2021,Debenture,AAA,7.63 - 8.06,7.74
Sundaram Finance 2021,Debenture,AAA,6.84 - 7.36,7.36
8.5% SIDBI 2021,Debenture,AAA,5.51 - 5.68,5.61
8.12% Nabha Power 2021,Debenture,AAA,4.65 - 4.80,4.70
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.40,2.40
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 1.66,1.64
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 1.54,1.51
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 1.22,1.21
9.7% Power Finance Corp. 2021,Bonds,AAA,0.00 - 1.15,1.13
95. Aditya Birla Sun Life Fixed Term Plan - Series QC (1116 Days) - Regular Plan
JM Financial Products 2021,Debenture,AA,9.52 - 9.94,9.94
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 9.93,9.85
8.5% Vedanta 2021,Debenture,AA,9.56 - 9.95,9.71
10.15% Uttar Pradesh Power Corporation 2021,Debenture,A+,8.81 - 9.37,8.95
10.25% Adani Transmission 2021,Debenture,AA+,8.69 - 9.20,8.70
9% M&M Financial Services 2021,Debenture,AAA,7.59 - 8.67,8.56
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.30,8.30
9.05% Essel Lucknow Raebareli Toll Roads 2021,Debenture,AAA,7.63 - 8.06,7.74
Sundaram Finance 2021,Debenture,AAA,6.84 - 7.36,7.36
8.5% SIDBI 2021,Debenture,AAA,5.51 - 5.68,5.61
8.12% Nabha Power 2021,Debenture,AAA,4.65 - 4.80,4.70
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.40,2.40
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 1.66,1.64
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 1.54,1.51
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 1.22,1.21
9.7% Power Finance Corp. 2021,Bonds,AAA,0.00 - 1.15,1.13
96. Aditya Birla Sun Life Fixed Term Plan - Series QE (1101 Days) - Direct Plan
7.62% Odisha State,State Development Loan,SOV,46.00 - 49.21,46.00
Sundaram Finance 2021,Debenture,AAA,10.97 - 11.19,11.19
8.5% SIDBI 2021,Debenture,AAA,10.28 - 10.99,10.28
7.73% REC 2021,Debenture,AAA,10.08 - 10.79,10.08
8.36% Ultratech Cement 2021,Debenture,AAA,8.79 - 9.43,8.79
1.5% HDFC 2020,Debenture,AAA,4.13 - 4.56,4.13
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,1.61 - 1.72,1.61
SIDBI 2020,Debenture,A1+,0.00 - 1.53,1.53
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.25,1.22
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.22,1.21
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.96,0.96
97. Aditya Birla Sun Life Fixed Term Plan - Series QE (1101 Days) - Regular Plan
7.62% Odisha State,State Development Loan,SOV,46.00 - 49.21,46.00
Sundaram Finance 2021,Debenture,AAA,10.97 - 11.19,11.19
8.5% SIDBI 2021,Debenture,AAA,10.28 - 10.99,10.28
7.73% REC 2021,Debenture,AAA,10.08 - 10.79,10.08
8.36% Ultratech Cement 2021,Debenture,AAA,8.79 - 9.43,8.79
1.5% HDFC 2020,Debenture,AAA,4.13 - 4.56,4.13
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,1.61 - 1.72,1.61
SIDBI 2020,Debenture,A1+,0.00 - 1.53,1.53
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.25,1.22
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.22,1.21
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.96,0.96
98. Aditya Birla Sun Life Fixed Term Plan - Series QF (1385 Days) - Direct Plan
8.39% Rajasthan State 2026,State Development Loan,SOV,57.69 - 62.20,57.69
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.12,10.12
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 7.79,7.79
7.14% REC 2021,Bonds,AAA,6.93 - 7.42,6.93
7.47% Power Finance Corp. 2021,Bonds,AAA,3.49 - 3.74,3.49
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,3.47 - 3.73,3.47
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.93,2.86
8.73% Power Grid Corporation 2021,Bonds,AAA,2.17 - 10.09,2.17
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.72 - 10.81,0.72
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.29,0.29
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 0.29,0.28
99. Aditya Birla Sun Life Fixed Term Plan - Series QF (1385 Days) - Regular Plan
8.39% Rajasthan State 2026,State Development Loan,SOV,57.69 - 62.20,57.69
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 10.12,10.12
Bajaj Finance 2022,Zero Coupon Bonds,AAA,0.00 - 7.79,7.79
7.14% REC 2021,Bonds,AAA,6.93 - 7.42,6.93
7.47% Power Finance Corp. 2021,Bonds,AAA,3.49 - 3.74,3.49
9.3533% HDB Financial Services 2022,Non Convertible Debenture,AAA,3.47 - 3.73,3.47
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.93,2.86
8.73% Power Grid Corporation 2021,Bonds,AAA,2.17 - 10.09,2.17
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.72 - 10.81,0.72
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 0.29,0.29
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 0.29,0.28
100. Aditya Birla Sun Life Fixed Term Plan - Series QG (1100 Days) - Direct Plan
7.62% Odisha State,State Development Loan,SOV,34.11 - 36.50,34.11
Sundaram Finance 2021,Debenture,AAA,11.72 - 11.95,11.95
8.5% SIDBI 2021,Debenture,AAA,10.87 - 11.63,10.87
7.73% REC 2021,Debenture,AAA,10.66 - 11.42,10.66
7.5% Power Finance Corp. 2020,Bonds,AAA,10.65 - 11.44,10.65
8.36% Ultratech Cement 2021,Debenture,AAA,8.94 - 9.60,8.94
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.54,3.54
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,2.60 - 2.78,2.60
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,2.53 - 2.70,2.53
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.04,1.01
101. Aditya Birla Sun Life Fixed Term Plan - Series QG (1100 Days) - Regular Plan
7.62% Odisha State,State Development Loan,SOV,34.11 - 36.50,34.11
Sundaram Finance 2021,Debenture,AAA,11.72 - 11.95,11.95
8.5% SIDBI 2021,Debenture,AAA,10.87 - 11.63,10.87
7.73% REC 2021,Debenture,AAA,10.66 - 11.42,10.66
7.5% Power Finance Corp. 2020,Bonds,AAA,10.65 - 11.44,10.65
8.36% Ultratech Cement 2021,Debenture,AAA,8.94 - 9.60,8.94
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 3.54,3.54
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,2.60 - 2.78,2.60
6.78% Reliance Industries 2020,Non Convertible Debenture,AAA,2.53 - 2.70,2.53
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.04,1.01
102. Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 Days) - Direct Plan
JM Financial Products 2021,Debenture,AA,9.29 - 9.85,9.85
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 9.68,9.68
8.5% SIDBI 2021,Debenture,AAA,9.14 - 9.57,9.48
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,8.86 - 9.26,9.13
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 8.99,8.97
10.25% Adani Transmission 2021,Debenture,AA+,8.80 - 9.32,8.96
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,7.66 - 8.01,7.87
9.15% Coastal Gujarat Power 2021,Debenture,AA,0.00 - 7.91,7.84
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 6.81,6.78
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 4.90,4.88
8.5% Vedanta 2021,Non Convertible Debenture,AA,4.41 - 4.61,4.55
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 3.72,3.69
Sundaram Finance 2021,Debenture,AAA,2.24 - 2.46,2.46
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.12,2.08
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.77,0.77
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 0.23,0.23
103. Aditya Birla Sun Life Fixed Term Plan - Series QH (1101 Days) - Regular Plan
JM Financial Products 2021,Debenture,AA,9.29 - 9.85,9.85
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 9.68,9.68
8.5% SIDBI 2021,Debenture,AAA,9.14 - 9.57,9.48
10.1% L&T Vadodara Bharuch Tollway 2021,Debenture,A,8.86 - 9.26,9.13
7.4% Tata Motors 2021,Bonds,AA-,0.00 - 8.99,8.97
10.25% Adani Transmission 2021,Debenture,AA+,8.80 - 9.32,8.96
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,7.66 - 8.01,7.87
9.15% Coastal Gujarat Power 2021,Debenture,AA,0.00 - 7.91,7.84
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 6.81,6.78
7.7% REC 2021,Bonds/NCDs,AAA,0.00 - 4.90,4.88
8.5% Vedanta 2021,Non Convertible Debenture,AA,4.41 - 4.61,4.55
6.95% Reliance Industries 2020,Debenture,AAA,0.00 - 3.72,3.69
Sundaram Finance 2021,Debenture,AAA,2.24 - 2.46,2.46
8.9% Dewan Housing Fin. Corpn. 2021,Debenture,D,0.00 - 2.12,2.08
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.77,0.77
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 0.23,0.23
104. Aditya Birla Sun Life Fixed Term Plan - Series QI (1100 Days) - Direct Plan
7.62% Maharashtra State 2021,State Development Loan,SOV,40.35 - 43.15,40.35
8.5% SIDBI 2021,Debenture,AAA,10.64 - 11.37,10.64
7.6% REC 2021,Bonds/NCDs,AAA,10.41 - 11.15,10.41
Sundaram Finance 2021,Debenture,AAA,10.11 - 10.32,10.32
6.91% NHPC 2020,Debenture,AAA,8.01 - 8.54,8.01
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,7.99 - 8.54,7.99
8.36% Ultratech Cement 2021,Debenture,AAA,4.72 - 5.06,4.72
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.33,1.29
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.21,1.20
SIDBI 2020,Debenture,A1+,0.00 - 1.18,1.18
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.53,0.53
105. Aditya Birla Sun Life Fixed Term Plan - Series QI (1100 Days) - Regular Plan
7.62% Maharashtra State 2021,State Development Loan,SOV,40.35 - 43.15,40.35
8.5% SIDBI 2021,Debenture,AAA,10.64 - 11.37,10.64
7.6% REC 2021,Bonds/NCDs,AAA,10.41 - 11.15,10.41
Sundaram Finance 2021,Debenture,AAA,10.11 - 10.32,10.32
6.91% NHPC 2020,Debenture,AAA,8.01 - 8.54,8.01
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,7.99 - 8.54,7.99
8.36% Ultratech Cement 2021,Debenture,AAA,4.72 - 5.06,4.72
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.33,1.29
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.21,1.20
SIDBI 2020,Debenture,A1+,0.00 - 1.18,1.18
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.53,0.53
106. Aditya Birla Sun Life Fixed Term Plan - Series QJ (1098 Days) - Direct Plan
7.62% Maharashtra State 2021,State Development Loan,SOV,13.27 - 14.20,13.27
Sundaram Finance 2021,Debenture,AAA,11.72 - 11.95,11.95
7.5% Power Finance Corp. 2020,Bonds,AAA,11.08 - 11.76,11.64
8.46% Gujarat State 2021,State Development Loan,SOV,11.17 - 12.04,11.17
6.99% REC 2020,Debenture,AAA,10.83 - 11.56,10.83
8.5% SIDBI 2021,Debenture,AAA,10.67 - 11.42,10.67
7.62% Odisha State,State Development Loan,SOV,10.61 - 11.35,10.61
8.36% Ultratech Cement 2021,Debenture,AAA,9.33 - 10.00,9.33
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.88,1.88
7.65% IRFC 2021,Debenture,AAA,1.32 - 1.41,1.32
SIDBI 2020,Debenture,A1+,0.00 - 1.12,1.11
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 0.90,0.88
6.91% NHPC 2020,Debenture,AAA,0.87 - 0.93,0.87
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.78 - 0.84,0.78
8.36% Power Finance Corp. 2020,Bonds,AAA,0.22 - 0.24,0.22
107. Aditya Birla Sun Life Fixed Term Plan - Series QJ (1098 Days) - Regular Plan
7.62% Maharashtra State 2021,State Development Loan,SOV,13.27 - 14.20,13.27
Sundaram Finance 2021,Debenture,AAA,11.72 - 11.95,11.95
7.5% Power Finance Corp. 2020,Bonds,AAA,11.08 - 11.76,11.64
8.46% Gujarat State 2021,State Development Loan,SOV,11.17 - 12.04,11.17
6.99% REC 2020,Debenture,AAA,10.83 - 11.56,10.83
8.5% SIDBI 2021,Debenture,AAA,10.67 - 11.42,10.67
7.62% Odisha State,State Development Loan,SOV,10.61 - 11.35,10.61
8.36% Ultratech Cement 2021,Debenture,AAA,9.33 - 10.00,9.33
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 1.88,1.88
7.65% IRFC 2021,Debenture,AAA,1.32 - 1.41,1.32
SIDBI 2020,Debenture,A1+,0.00 - 1.12,1.11
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 0.90,0.88
6.91% NHPC 2020,Debenture,AAA,0.87 - 0.93,0.87
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.78 - 0.84,0.78
8.36% Power Finance Corp. 2020,Bonds,AAA,0.22 - 0.24,0.22
108. Aditya Birla Sun Life Fixed Term Plan - Series QK (1099 Days) - Direct Plan
7.64% Punjab State 2021,State Development Loan,SOV,31.20 - 33.37,31.20
Sundaram Finance 2021,Debenture,AAA,11.62 - 11.85,11.85
7.5% Power Finance Corp. 2020,Bonds,AAA,10.72 - 11.45,11.33
8.5% SIDBI 2021,Debenture,AAA,10.75 - 11.50,10.75
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,10.51 - 11.23,10.51
8.36% Ultratech Cement 2021,Debenture,AAA,9.44 - 10.13,9.44
6.99% REC 2020,Debenture,AAA,3.49 - 3.73,3.49
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 2.27,2.21
7.7% REC 2021,Bonds/NCDs,AAA,2.20 - 2.36,2.20
7.6% REC 2021,Bonds/NCDs,AAA,1.75 - 1.88,1.75
SIDBI 2020,Debenture,A1+,0.00 - 1.04,1.04
8.36% Power Finance Corp. 2020,Bonds,AAA,0.44 - 0.48,0.44
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.42,0.42
109. Aditya Birla Sun Life Fixed Term Plan - Series QK (1099 Days) - Regular Plan
7.64% Punjab State 2021,State Development Loan,SOV,31.20 - 33.37,31.20
Sundaram Finance 2021,Debenture,AAA,11.62 - 11.85,11.85
7.5% Power Finance Corp. 2020,Bonds,AAA,10.72 - 11.45,11.33
8.5% SIDBI 2021,Debenture,AAA,10.75 - 11.50,10.75
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,10.51 - 11.23,10.51
8.36% Ultratech Cement 2021,Debenture,AAA,9.44 - 10.13,9.44
6.99% REC 2020,Debenture,AAA,3.49 - 3.73,3.49
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 2.27,2.21
7.7% REC 2021,Bonds/NCDs,AAA,2.20 - 2.36,2.20
7.6% REC 2021,Bonds/NCDs,AAA,1.75 - 1.88,1.75
SIDBI 2020,Debenture,A1+,0.00 - 1.04,1.04
8.36% Power Finance Corp. 2020,Bonds,AAA,0.44 - 0.48,0.44
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 0.42,0.42
110. Aditya Birla Sun Life Fixed Term Plan - Series QL (1099 Days) - Direct Plan
8.36% Haryana State 2021,State Development Loan,SOV,39.16 - 42.20,39.16
Sundaram Finance 2021,Debenture,AAA,11.24 - 11.45,11.45
Bajaj Finance 2020,Debenture,AAA,11.28 - 11.32,11.31
8.36% Ultratech Cement 2021,Debenture,AAA,10.85 - 11.65,10.85
8.5% SIDBI 2021,Debenture,AAA,10.40 - 11.13,10.40
7.65% IRFC 2021,Debenture,AAA,10.28 - 10.97,10.28
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.49,1.45
SIDBI 2020,Debenture,A1+,0.00 - 1.17,1.17
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.95,0.95
111. Aditya Birla Sun Life Fixed Term Plan - Series QL (1099 Days) - Regular Plan
8.36% Haryana State 2021,State Development Loan,SOV,39.16 - 42.20,39.16
Sundaram Finance 2021,Debenture,AAA,11.24 - 11.45,11.45
Bajaj Finance 2020,Debenture,AAA,11.28 - 11.32,11.31
8.36% Ultratech Cement 2021,Debenture,AAA,10.85 - 11.65,10.85
8.5% SIDBI 2021,Debenture,AAA,10.40 - 11.13,10.40
7.65% IRFC 2021,Debenture,AAA,10.28 - 10.97,10.28
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.49,1.45
SIDBI 2020,Debenture,A1+,0.00 - 1.17,1.17
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.95,0.95
112. Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 Days) - Direct Plan
8.36% Haryana State 2021,State Development Loan,SOV,26.89 - 28.90,26.89
8.36% Ultratech Cement 2021,Debenture,AAA,10.86 - 11.63,10.86
8.5% SIDBI 2021,Debenture,AAA,10.71 - 11.44,10.71
7.65% IRFC 2021,Debenture,AAA,10.59 - 11.27,10.59
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,10.46 - 11.17,10.46
6.99% REC 2020,Debenture,AAA,10.43 - 11.12,10.43
7.65% LIC Housing Fin. 2020,Debenture,AAA,6.52 - 6.92,6.52
Bajaj Finance 2020,Debenture,AAA,5.06 - 5.08,5.08
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.80,1.78
SIDBI 2020,Debenture,A1+,0.00 - 1.09,1.09
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.08,1.06
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.96,0.96
113. Aditya Birla Sun Life Fixed Term Plan - Series QM (1100 Days) - Regular Plan
8.36% Haryana State 2021,State Development Loan,SOV,26.89 - 28.90,26.89
8.36% Ultratech Cement 2021,Debenture,AAA,10.86 - 11.63,10.86
8.5% SIDBI 2021,Debenture,AAA,10.71 - 11.44,10.71
7.65% IRFC 2021,Debenture,AAA,10.59 - 11.27,10.59
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,10.46 - 11.17,10.46
6.99% REC 2020,Debenture,AAA,10.43 - 11.12,10.43
7.65% LIC Housing Fin. 2020,Debenture,AAA,6.52 - 6.92,6.52
Bajaj Finance 2020,Debenture,AAA,5.06 - 5.08,5.08
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.80,1.78
SIDBI 2020,Debenture,A1+,0.00 - 1.09,1.09
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.08,1.06
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.96,0.96
114. Aditya Birla Sun Life Fixed Term Plan - Series QN (1100 Days) - Direct Plan
7.64% Punjab State 2021,State Development Loan,SOV,16.52 - 17.57,16.52
7.62% Odisha State,State Development Loan,SOV,16.51 - 17.56,16.51
8.36% Ultratech Cement 2021,Debenture,AAA,11.00 - 11.73,11.00
8.5% SIDBI 2021,Debenture,AAA,10.96 - 11.65,10.96
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,10.49 - 11.15,10.49
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 9.16,9.16
8.12% Nabha Power 2021,Debenture,AAA,8.85 - 9.50,8.85
Sundaram Finance 2021,Debenture,AAA,6.93 - 7.12,7.12
8.36% Power Finance Corp. 2020,Bonds,AAA,1.86 - 2.00,1.86
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.67,1.64
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.09,1.09
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.99,0.99
SIDBI 2020,Debenture,A1+,0.00 - 0.92,0.92
115. Aditya Birla Sun Life Fixed Term Plan - Series QN (1100 Days) - Regular Plan
7.64% Punjab State 2021,State Development Loan,SOV,16.52 - 17.57,16.52
7.62% Odisha State,State Development Loan,SOV,16.51 - 17.56,16.51
8.36% Ultratech Cement 2021,Debenture,AAA,11.00 - 11.73,11.00
8.5% SIDBI 2021,Debenture,AAA,10.96 - 11.65,10.96
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,10.49 - 11.15,10.49
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 9.16,9.16
8.12% Nabha Power 2021,Debenture,AAA,8.85 - 9.50,8.85
Sundaram Finance 2021,Debenture,AAA,6.93 - 7.12,7.12
8.36% Power Finance Corp. 2020,Bonds,AAA,1.86 - 2.00,1.86
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 1.67,1.64
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.09,1.09
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 0.99,0.99
SIDBI 2020,Debenture,A1+,0.00 - 0.92,0.92
116. Aditya Birla Sun Life Fixed Term Plan - Series QO (1100 Days) - Direct Plan
8.36% Haryana State 2021,State Development Loan,SOV,22.95 - 24.54,22.95
8.5% SIDBI 2021,Debenture,AAA,10.97 - 11.65,10.97
8.36% Ultratech Cement 2021,Debenture,AAA,10.90 - 11.62,10.90
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,10.82 - 11.50,10.82
8.12% Nabha Power 2021,Debenture,AAA,8.91 - 9.56,8.91
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.25,8.25
Sundaram Finance 2021,Debenture,AAA,7.62 - 7.84,7.84
7.62% Odisha State,State Development Loan,SOV,5.68 - 6.04,5.68
7.64% Punjab State 2021,State Development Loan,SOV,3.41 - 3.62,3.41
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 2.53,2.48
6.99% REC 2020,Debenture,AAA,1.78 - 1.89,1.78
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.12,1.12
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 1.02,1.02
SIDBI 2020,Debenture,A1+,0.00 - 0.85,0.85
117. Aditya Birla Sun Life Fixed Term Plan - Series QO (1100 Days) - Regular Plan
8.36% Haryana State 2021,State Development Loan,SOV,22.95 - 24.54,22.95
8.5% SIDBI 2021,Debenture,AAA,10.97 - 11.65,10.97
8.36% Ultratech Cement 2021,Debenture,AAA,10.90 - 11.62,10.90
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,10.82 - 11.50,10.82
8.12% Nabha Power 2021,Debenture,AAA,8.91 - 9.56,8.91
8.0253% Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.25,8.25
Sundaram Finance 2021,Debenture,AAA,7.62 - 7.84,7.84
7.62% Odisha State,State Development Loan,SOV,5.68 - 6.04,5.68
7.64% Punjab State 2021,State Development Loan,SOV,3.41 - 3.62,3.41
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 2.53,2.48
6.99% REC 2020,Debenture,AAA,1.78 - 1.89,1.78
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.12,1.12
8.81% HDB Financial Services 2021,Non Convertible Debenture,AAA,0.00 - 1.02,1.02
SIDBI 2020,Debenture,A1+,0.00 - 0.85,0.85
118. Aditya Birla Sun Life Fixed Term Plan - Series QP (1100 Days) - Direct Plan
JM Financial Products 2021,Debenture,AA,9.78 - 10.49,10.49
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,9.49 - 10.06,9.95
8.4% Tata Motors 2021,Debenture,AA-,0.00 - 9.73,9.67
8.5% Vedanta 2021,Non Convertible Debenture,AA,9.27 - 9.79,9.66
10.25% Adani Transmission 2021,Debenture,AA+,9.34 - 9.86,9.60
9.1% Shriram Transport Finance 2021,Debenture,AA+,9.16 - 9.67,9.48
Indiabulls Housing Finance 2021,Debenture,AA+,0.00 - 8.98,8.98
7.85% Bhopal Dhule Transmission 2021,Debenture,AAA,7.15 - 7.56,7.46
