Company,Instrument,Credit Rating,1Y Range,% Assets
8.97% REC 2029,Non Convertible Debenture,-,0.00 - 5.64,1.97
8.85% REC 2029,Non Convertible Debenture,-,0.00 - 1.40,1.40
9% Indostar Capital Finance 2023,Debenture,-,0.00 - 1.13,1.13
8.8% JM Financial Products 2020,Bonds/Debentures,-,0.00 - 1.10,1.10
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.80,0.94
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.70,0.70
8.85% Power Finance Corp. 2029,Bonds/NCDs,-,0.00 - 0.12,0.12
576. Franklin India Pension Fund - Direct Plan
8.9508% Pipeline Infrastructure 2024,Non Convertible Debenture,-,0.00 - 9.03,9.03
9% State Bank of India 2021,Bonds,-,0.00 - 5.68,5.68
9.45% Vedanta 2020,Debenture,-,0.00 - 4.74,4.74
8.4% Edelweiss Rural & Corporate Services 2020,Debenture,-,0.00 - 4.50,4.50
12.4% Hinduja Leyland Finance 2019,Debenture,-,0.00 - 4.56,4.37
KKR India Financial Services 2021,Debenture,-,0.00 - 3.90,3.90
8.8% REC 2029,Debenture,-,0.00 - 3.48,3.48
9.25% Reliance Jio Infocomm 2024,Debenture,-,0.00 - 3.42,3.42
9.15% Tata Steel 2021,Debenture,-,0.00 - 3.39,3.38
8.6% Export-Import Bank 2099,Bonds,-,0.00 - 3.37,3.37
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,-,0.00 - 2.27,2.27
9.15% ICICI Bank,Debenture,-,0.00 - 2.27,2.27
7.33% IRFC 2027,Debenture,-,0.00 - 2.22,2.22
9.48% Tata Power 2019,Non Convertible Debenture,-,0.00 - 2.04,2.04
8.97% REC 2029,Non Convertible Debenture,-,0.00 - 5.64,1.97
8.85% REC 2029,Non Convertible Debenture,-,0.00 - 1.40,1.40
9% Indostar Capital Finance 2023,Debenture,-,0.00 - 1.13,1.13
8.8% JM Financial Products 2020,Bonds/Debentures,-,0.00 - 1.10,1.10
7.26% GOI 2029,GOI Securities,SOV,0.00 - 7.80,0.94
7.27% GOI 2026,GOI Securities,SOV,0.00 - 0.70,0.70
8.85% Power Finance Corp. 2029,Bonds/NCDs,-,0.00 - 0.12,0.12
588. HDFC Arbitrage Fund - Direct Plan
Federal Bank,Fixed Deposits,-,5.82 - 10.82,10.82
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 2.05,2.05
8.8226% Tata Capital Financial Services 2020,Bonds/Debentures,AAA,0.00 - 1.91,1.91
RBL Bank,Fixed Deposits,-,1.89 - 3.70,1.89
South Indian Bank,Fixed Deposits,-,0.00 - 1.23,1.23
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.15,1.15
J&K Bank,Fixed Deposits,-,1.13 - 1.78,1.13
9.3683% M&M Financial Services 2019,Debenture,AAA,0.00 - 1.04,0.95
8.5855% Aditya Birla Finance 2019,Debenture,AAA,0.00 - 1.04,0.95
AU Small Finance Bank,Fixed Deposits,-,0.00 - 0.94,0.94
8.75% Vedanta 2021,Debenture,AA,0.94 - 2.09,0.94
Can Fin Homes 357-D 26/12/2019,Commercial Paper,A1+,0.00 - 1.22,0.94
8.95% Punjab National Bank,Bonds,A,0.00 - 1.30,0.92
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.76,0.76
9.21% Punjab National Bank,Bonds,A,0.00 - 0.79,0.56
7.694% M&M Financial Services 2020,Bonds/NCDs,AAA,0.00 - 0.48,0.48
8.75% HDFC 2020,Debenture,AAA,0.00 - 0.52,0.47
Axis Bank,Fixed Deposits,-,0.47 - 2.55,0.47
9.95% Syndicate Bank,Debenture,A+,0.00 - 0.73,0.47
9.2% Andhra Bank,Bonds/Debentures,A+,0.40 - 0.60,0.40
8.86% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.19,0.19
8.7% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.18,0.18
8.82% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.10,0.10
IDFC First Bank,Fixed Deposits,-,0.09 - 0.60,0.09
9.2% ICICI Bank 2050,Bonds,AA+,0.04 - 0.19,0.04
589. HDFC Arbitrage Fund - Retail Plan
Federal Bank,Fixed Deposits,-,5.82 - 10.82,10.82
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 2.05,2.05
8.8226% Tata Capital Financial Services 2020,Bonds/Debentures,AAA,0.00 - 1.91,1.91
RBL Bank,Fixed Deposits,-,1.89 - 3.70,1.89
South Indian Bank,Fixed Deposits,-,0.00 - 1.23,1.23
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.15,1.15
J&K Bank,Fixed Deposits,-,1.13 - 1.78,1.13
9.3683% M&M Financial Services 2019,Debenture,AAA,0.00 - 1.04,0.95
8.5855% Aditya Birla Finance 2019,Debenture,AAA,0.00 - 1.04,0.95
AU Small Finance Bank,Fixed Deposits,-,0.00 - 0.94,0.94
8.75% Vedanta 2021,Debenture,AA,0.94 - 2.09,0.94
Can Fin Homes 357-D 26/12/2019,Commercial Paper,A1+,0.00 - 1.22,0.94
8.95% Punjab National Bank,Bonds,A,0.00 - 1.30,0.92
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.76,0.76
9.21% Punjab National Bank,Bonds,A,0.00 - 0.79,0.56
7.694% M&M Financial Services 2020,Bonds/NCDs,AAA,0.00 - 0.48,0.48
8.75% HDFC 2020,Debenture,AAA,0.00 - 0.52,0.47
Axis Bank,Fixed Deposits,-,0.47 - 2.55,0.47
9.95% Syndicate Bank,Debenture,A+,0.00 - 0.73,0.47
9.2% Andhra Bank,Bonds/Debentures,A+,0.40 - 0.60,0.40
8.86% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.19,0.19
8.7% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.18,0.18
8.82% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.10,0.10
IDFC First Bank,Fixed Deposits,-,0.09 - 0.60,0.09
9.2% ICICI Bank 2050,Bonds,AA+,0.04 - 0.19,0.04
590. HDFC Arbitrage Fund - Wholesale - Direct Plan
Federal Bank,Fixed Deposits,-,5.82 - 10.82,10.82
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 2.05,2.05
8.8226% Tata Capital Financial Services 2020,Bonds/Debentures,AAA,0.00 - 1.91,1.91
RBL Bank,Fixed Deposits,-,1.89 - 3.70,1.89
South Indian Bank,Fixed Deposits,-,0.00 - 1.23,1.23
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.15,1.15
J&K Bank,Fixed Deposits,-,1.13 - 1.78,1.13
9.3683% M&M Financial Services 2019,Debenture,AAA,0.00 - 1.04,0.95
8.5855% Aditya Birla Finance 2019,Debenture,AAA,0.00 - 1.04,0.95
AU Small Finance Bank,Fixed Deposits,-,0.00 - 0.94,0.94
8.75% Vedanta 2021,Debenture,AA,0.94 - 2.09,0.94
Can Fin Homes 357-D 26/12/2019,Commercial Paper,A1+,0.00 - 1.22,0.94
8.95% Punjab National Bank,Bonds,A,0.00 - 1.30,0.92
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.76,0.76
9.21% Punjab National Bank,Bonds,A,0.00 - 0.79,0.56
7.694% M&M Financial Services 2020,Bonds/NCDs,AAA,0.00 - 0.48,0.48
8.75% HDFC 2020,Debenture,AAA,0.00 - 0.52,0.47
Axis Bank,Fixed Deposits,-,0.47 - 2.55,0.47
9.95% Syndicate Bank,Debenture,A+,0.00 - 0.73,0.47
9.2% Andhra Bank,Bonds/Debentures,A+,0.40 - 0.60,0.40
8.86% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.19,0.19
8.7% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.18,0.18
8.82% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.10,0.10
IDFC First Bank,Fixed Deposits,-,0.09 - 0.60,0.09
9.2% ICICI Bank 2050,Bonds,AA+,0.04 - 0.19,0.04
591. HDFC Arbitrage Fund - Wholesale Plan
Federal Bank,Fixed Deposits,-,5.82 - 10.82,10.82
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 2.05,2.05
8.8226% Tata Capital Financial Services 2020,Bonds/Debentures,AAA,0.00 - 1.91,1.91
RBL Bank,Fixed Deposits,-,1.89 - 3.70,1.89
South Indian Bank,Fixed Deposits,-,0.00 - 1.23,1.23
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.15,1.15
J&K Bank,Fixed Deposits,-,1.13 - 1.78,1.13
9.3683% M&M Financial Services 2019,Debenture,AAA,0.00 - 1.04,0.95
8.5855% Aditya Birla Finance 2019,Debenture,AAA,0.00 - 1.04,0.95
AU Small Finance Bank,Fixed Deposits,-,0.00 - 0.94,0.94
8.75% Vedanta 2021,Debenture,AA,0.94 - 2.09,0.94
Can Fin Homes 357-D 26/12/2019,Commercial Paper,A1+,0.00 - 1.22,0.94
8.95% Punjab National Bank,Bonds,A,0.00 - 1.30,0.92
8.36% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.76,0.76
9.21% Punjab National Bank,Bonds,A,0.00 - 0.79,0.56
7.694% M&M Financial Services 2020,Bonds/NCDs,AAA,0.00 - 0.48,0.48
8.75% HDFC 2020,Debenture,AAA,0.00 - 0.52,0.47
Axis Bank,Fixed Deposits,-,0.47 - 2.55,0.47
9.95% Syndicate Bank,Debenture,A+,0.00 - 0.73,0.47
9.2% Andhra Bank,Bonds/Debentures,A+,0.40 - 0.60,0.40
8.86% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.19,0.19
8.7% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.18,0.18
8.82% Power Finance Corp. 2020,Bonds,AAA,0.00 - 0.10,0.10
IDFC First Bank,Fixed Deposits,-,0.09 - 0.60,0.09
9.2% ICICI Bank 2050,Bonds,AA+,0.04 - 0.19,0.04
592. HDFC Balanced Advantage Fund
8.75% State Bank of India,Bonds,AA+,3.28 - 3.83,3.37
7.4% Tata Sons 2022,Debenture,AAA,3.13 - 3.55,3.23
8.6% Canara Bank,Bonds,AA,1.51 - 1.74,1.55
8.85% HDFC Bank 2099,Bonds,AA+,1.22 - 2.41,1.22
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.06,1.03
8.15% State Bank of India,Bonds,AA+,0.95 - 1.08,0.98
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 1.23,0.97
9.15% ICICI Bank,Debenture,AA+,0.62 - 0.78,0.64
9% Union Bank of India 2099,Bonds,AA-,0.56 - 0.64,0.58
9.2% ICICI Bank 2050,Bonds,AA+,0.42 - 0.57,0.43
9.95% Syndicate Bank,Debenture,A+,0.00 - 0.26,0.24
9.5% Union Bank of India 2048,Bonds,AA-,0.11 - 0.13,0.11
11.25% Syndicate Bank,Bonds,A+,0.00 - 0.08,0.07
8.75% Axis Bank,Bonds/Debentures,AA+,0.06 - 0.62,0.06
10.99% Andhra Bank 2050,Bonds,A+,0.05 - 0.05,0.05
9% State Bank of India 2021,Bonds,AA+,0.01 - 0.01,0.01
593. HDFC Balanced Advantage Fund - Direct Plan
8.75% State Bank of India,Bonds,AA+,3.28 - 3.83,3.37
7.4% Tata Sons 2022,Debenture,AAA,3.13 - 3.55,3.23
8.6% Canara Bank,Bonds,AA,1.51 - 1.74,1.55
8.85% HDFC Bank 2099,Bonds,AA+,1.22 - 2.41,1.22
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.06,1.03
8.15% State Bank of India,Bonds,AA+,0.95 - 1.08,0.98
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 1.23,0.97
9.15% ICICI Bank,Debenture,AA+,0.62 - 0.78,0.64
9% Union Bank of India 2099,Bonds,AA-,0.56 - 0.64,0.58
9.2% ICICI Bank 2050,Bonds,AA+,0.42 - 0.57,0.43
9.95% Syndicate Bank,Debenture,A+,0.00 - 0.26,0.24
9.5% Union Bank of India 2048,Bonds,AA-,0.11 - 0.13,0.11
11.25% Syndicate Bank,Bonds,A+,0.00 - 0.08,0.07
8.75% Axis Bank,Bonds/Debentures,AA+,0.06 - 0.62,0.06
10.99% Andhra Bank 2050,Bonds,A+,0.05 - 0.05,0.05
9% State Bank of India 2021,Bonds,AA+,0.01 - 0.01,0.01
598. HDFC Children's Gift Fund
7.87% HDFC 2022,Non Convertible Debenture,AAA,0.00 - 6.42,6.07
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 3.62,3.42
8.75% Axis Bank 2022,Bonds,AA+,3.40 - 4.06,3.40
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 2.06,1.74
7.28% Power Finance Corp. 2022,Bonds,AAA,0.00 - 1.98,1.71
8.28% GOI 2027,Central Government Loan,SOV,1.67 - 1.98,1.67
9.9% Tata Sons 2024,Bonds/NCDs,AAA,1.25 - 1.53,1.25
8.12% GOI 2020,Central Government Loan,SOV,1.17 - 1.43,1.17
8.32% GOI 2032,Central Government Loan,SOV,1.14 - 1.31,1.14
8.83% GOI 2023,Central Government Loan,SOV,0.99 - 1.19,0.99
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 0.93,0.88
8.15% GOI 2022,Central Government Loan,SOV,0.54 - 0.65,0.54
6.35% GOI 2020,GOI Securities,SOV,0.43 - 0.53,0.43
8.75% State Bank of India,Bonds,AA+,0.38 - 0.46,0.38
8.08% GOI 2022,Central Government Loan,SOV,0.36 - 0.44,0.36
8.6% GOI 2028,Central Government Loan,SOV,0.19 - 0.22,0.19
7.16% GOI 2023,Central Government Loan,SOV,0.18 - 0.21,0.18
8.2% GOI 2022,Central Government Loan,SOV,0.09 - 0.11,0.09
8.94% Power Finance Corp. 2028,Bonds,AAA,0.07 - 0.09,0.07
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.02,0.02
599. HDFC Children's Gift Fund - Direct Plan
7.87% HDFC 2022,Non Convertible Debenture,AAA,0.00 - 6.42,6.07
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 3.62,3.42
8.75% Axis Bank 2022,Bonds,AA+,3.40 - 4.06,3.40
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 2.06,1.74
7.28% Power Finance Corp. 2022,Bonds,AAA,0.00 - 1.98,1.71
8.28% GOI 2027,Central Government Loan,SOV,1.67 - 1.98,1.67
9.9% Tata Sons 2024,Bonds/NCDs,AAA,1.25 - 1.53,1.25
8.12% GOI 2020,Central Government Loan,SOV,1.17 - 1.43,1.17
8.32% GOI 2032,Central Government Loan,SOV,1.14 - 1.31,1.14
8.83% GOI 2023,Central Government Loan,SOV,0.99 - 1.19,0.99
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 0.93,0.88
8.15% GOI 2022,Central Government Loan,SOV,0.54 - 0.65,0.54
6.35% GOI 2020,GOI Securities,SOV,0.43 - 0.53,0.43
8.75% State Bank of India,Bonds,AA+,0.38 - 0.46,0.38
8.08% GOI 2022,Central Government Loan,SOV,0.36 - 0.44,0.36
8.6% GOI 2028,Central Government Loan,SOV,0.19 - 0.22,0.19
7.16% GOI 2023,Central Government Loan,SOV,0.18 - 0.21,0.18
8.2% GOI 2022,Central Government Loan,SOV,0.09 - 0.11,0.09
8.94% Power Finance Corp. 2028,Bonds,AAA,0.07 - 0.09,0.07
Britannia Inds. 2022,Non Convertible Debenture,AAA,0.00 - 0.02,0.02
604. HDFC Dual Advantage Fund Series III 1224D November 2016 - Direct Plan
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.60 - 10.17,9.60
7.7% HUDCO 2020,Debenture,AAA,0.00 - 8.70,8.60
8.658% HDB Financial Services 2020,Bonds,AAA,7.37 - 7.77,7.37
8.2% Power Grid Corporation 2020,Debenture,AAA,7.10 - 7.54,7.10
8.73% LIC Housing Fin. 2020,Debenture,AAA,6.23 - 6.61,6.23
7.55% Tata Sons 2019,Bonds/Debentures,AAA,6.21 - 6.53,6.21
8.65% REC 2020,Bonds,AAA,5.98 - 6.38,5.98
8.75% HDFC 2020,Debenture,AAA,4.67 - 4.96,4.67
8.52% Power Finance Corp. 2019,Bonds,AAA,4.23 - 4.51,4.23
8.87% REC 2020,Bonds,AAA,4.00 - 4.26,4.00
7.81% M&M Financial Services 2019,Debenture,AAA,0.00 - 4.07,3.96
7.97% LIC Housing Fin. 2020,Debenture,AAA,3.36 - 3.54,3.36
8.36% Power Finance Corp. 2020,Bonds,AAA,2.49 - 2.64,2.49
8.95% Power Finance Corp. 2020,Bonds,AAA,1.75 - 1.86,1.75
8.68% LIC Housing Fin. 2020,Debenture,AAA,1.13 - 1.19,1.13
8.85% Power Grid Corporation 2019,Bonds,AAA,0.78 - 0.83,0.78
8.21% Rajasthan State 2020,State Development Loan,SOV,0.75 - 0.80,0.75
8.84% Power Grid Corporation 2020,Bonds,AAA,0.63 - 0.67,0.63
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,0.62 - 0.66,0.62
7.8834% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.50,0.50
605. HDFC Dual Advantage Fund Series III 1224D November 2016 - Regular Plan
8.15% National Bank Agr. Rur. Devp 2020,Bonds,AAA,9.60 - 10.17,9.60
7.7% HUDCO 2020,Debenture,AAA,0.00 - 8.70,8.60
8.658% HDB Financial Services 2020,Bonds,AAA,7.37 - 7.77,7.37
8.2% Power Grid Corporation 2020,Debenture,AAA,7.10 - 7.54,7.10
8.73% LIC Housing Fin. 2020,Debenture,AAA,6.23 - 6.61,6.23
7.55% Tata Sons 2019,Bonds/Debentures,AAA,6.21 - 6.53,6.21
8.65% REC 2020,Bonds,AAA,5.98 - 6.38,5.98
8.75% HDFC 2020,Debenture,AAA,4.67 - 4.96,4.67
8.52% Power Finance Corp. 2019,Bonds,AAA,4.23 - 4.51,4.23
8.87% REC 2020,Bonds,AAA,4.00 - 4.26,4.00
7.81% M&M Financial Services 2019,Debenture,AAA,0.00 - 4.07,3.96
7.97% LIC Housing Fin. 2020,Debenture,AAA,3.36 - 3.54,3.36
8.36% Power Finance Corp. 2020,Bonds,AAA,2.49 - 2.64,2.49
8.95% Power Finance Corp. 2020,Bonds,AAA,1.75 - 1.86,1.75
8.68% LIC Housing Fin. 2020,Debenture,AAA,1.13 - 1.19,1.13
8.85% Power Grid Corporation 2019,Bonds,AAA,0.78 - 0.83,0.78
8.21% Rajasthan State 2020,State Development Loan,SOV,0.75 - 0.80,0.75
8.84% Power Grid Corporation 2020,Bonds,AAA,0.63 - 0.67,0.63
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,0.62 - 0.66,0.62
7.8834% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.50,0.50
606. HDFC Dual Advantage Fund Series III 1267D October 2016 - Direct Plan
8.36% Power Finance Corp. 2020,Bonds,AAA,10.22 - 10.84,10.22
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,9.25 - 9.81,9.25
8.87% REC 2020,Bonds,AAA,9.06 - 9.65,9.06
8.658% HDB Financial Services 2020,Bonds,AAA,7.55 - 7.96,7.55
8.78% NTPC 2020,Bonds/NCDs,AAA,5.40 - 5.75,5.40
8.15% Power Grid Corporation 2020,Debenture,AAA,5.39 - 5.70,5.39
8.49% HDFC 2020,Debenture,AAA,5.39 - 5.68,5.39
7.97% LIC Housing Fin. 2020,Debenture,AAA,5.38 - 5.66,5.38
8.61% LIC Housing Fin. 2019,Debenture,AAA,5.37 - 5.70,5.37
9.05% Petronet LNG 2019,Bonds/NCDs,AAA,5.35 - 5.74,5.35
8.39% Rajasthan State 2020,State Development Loan,SOV,3.83 - 4.10,3.83
7.81% M&M Financial Services 2019,Debenture,AAA,0.00 - 3.30,3.21
7.78% HDFC 2020,Debenture,AAA,0.00 - 2.17,2.15
7.68% HDB Financial Services 2020,Debenture,AAA,0.00 - 1.30,1.29
7.69% HDFC 2019,Debenture,AAA,1.07 - 1.13,1.07
7.8834% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.76,0.75
8.21% Rajasthan State 2020,State Development Loan,SOV,0.43 - 0.46,0.43
607. HDFC Dual Advantage Fund Series III 1267D October 2016 - Regular Plan
8.36% Power Finance Corp. 2020,Bonds,AAA,10.22 - 10.84,10.22
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,9.25 - 9.81,9.25
8.87% REC 2020,Bonds,AAA,9.06 - 9.65,9.06
8.658% HDB Financial Services 2020,Bonds,AAA,7.55 - 7.96,7.55
8.78% NTPC 2020,Bonds/NCDs,AAA,5.40 - 5.75,5.40
8.15% Power Grid Corporation 2020,Debenture,AAA,5.39 - 5.70,5.39
8.49% HDFC 2020,Debenture,AAA,5.39 - 5.68,5.39
7.97% LIC Housing Fin. 2020,Debenture,AAA,5.38 - 5.66,5.38
8.61% LIC Housing Fin. 2019,Debenture,AAA,5.37 - 5.70,5.37
9.05% Petronet LNG 2019,Bonds/NCDs,AAA,5.35 - 5.74,5.35
8.39% Rajasthan State 2020,State Development Loan,SOV,3.83 - 4.10,3.83
7.81% M&M Financial Services 2019,Debenture,AAA,0.00 - 3.30,3.21
7.78% HDFC 2020,Debenture,AAA,0.00 - 2.17,2.15
7.68% HDB Financial Services 2020,Debenture,AAA,0.00 - 1.30,1.29
7.69% HDFC 2019,Debenture,AAA,1.07 - 1.13,1.07
7.8834% Bajaj Finance 2020,Debenture,AAA,0.00 - 0.76,0.75
8.21% Rajasthan State 2020,State Development Loan,SOV,0.43 - 0.46,0.43
608. HDFC Dual Advantage Fund Series III 1304D August 2016 - Direct Plan
8.02% LIC Housing Fin. 2020,Debenture,AAA,9.91 - 10.42,9.91
9.71% Tata Motors 26-D 01/10/2019,Debenture,AA-,0.00 - 9.36,9.26
8.36% Power Finance Corp. 2020,Bonds,AAA,7.99 - 8.47,7.99
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,6.65 - 7.08,6.65
8.75% HDFC 2020,Debenture,AAA,6.65 - 7.06,6.65
9.48% Tata Power 2019,Non Convertible Debenture,AA-,6.63 - 7.10,6.63
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 6.36,6.26
7.9% Bajaj Finance 2020,Bonds/NCDs,AAA,4.65 - 4.78,4.76
8.21% Rajasthan State 2020,State Development Loan,SOV,3.34 - 3.56,3.34
8.2% Power Grid Corporation 2020,Debenture,AAA,3.33 - 3.53,3.33
8.06% HDB Financial Services 2020,Debenture,AAA,3.32 - 3.49,3.32
8.15% Power Grid Corporation 2020,Debenture,AAA,2.47 - 2.61,2.47
8.84% Power Grid Corporation 2020,Bonds,AAA,2.43 - 2.58,2.43
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,2.33 - 2.47,2.33
8.8% REC 2019,Bonds,AAA,0.00 - 2.36,2.32
7.78% HDFC 2020,Debenture,AAA,0.00 - 2.02,2.00
7.81% M&M Financial Services 2019,Debenture,AAA,0.00 - 2.04,1.98
8.87% REC 2020,Bonds,AAA,0.67 - 0.71,0.67
Bajaj Finance 2020,Debenture,AAA,0.63 - 0.65,0.65
8.52% Power Finance Corp. 2019,Bonds,AAA,0.47 - 0.50,0.47
7.97% LIC Housing Fin. 2020,Debenture,AAA,0.33 - 1.05,0.33
609. HDFC Dual Advantage Fund Series III 1304D August 2016 - Regular Plan
8.02% LIC Housing Fin. 2020,Debenture,AAA,9.91 - 10.42,9.91
9.71% Tata Motors 26-D 01/10/2019,Debenture,AA-,0.00 - 9.36,9.26
8.36% Power Finance Corp. 2020,Bonds,AAA,7.99 - 8.47,7.99
8.9% Reliance Jio Infocomm 2020,Debenture,AAA,6.65 - 7.08,6.65
8.75% HDFC 2020,Debenture,AAA,6.65 - 7.06,6.65
9.48% Tata Power 2019,Non Convertible Debenture,AA-,6.63 - 7.10,6.63
8.18% National Bank Agr. Rur. Devp 2020,Bonds/NCDs,AAA,0.00 - 6.36,6.26
7.9% Bajaj Finance 2020,Bonds/NCDs,AAA,4.65 - 4.78,4.76
8.21% Rajasthan State 2020,State Development Loan,SOV,3.34 - 3.56,3.34
8.2% Power Grid Corporation 2020,Debenture,AAA,3.33 - 3.53,3.33
8.06% HDB Financial Services 2020,Debenture,AAA,3.32 - 3.49,3.32
8.15% Power Grid Corporation 2020,Debenture,AAA,2.47 - 2.61,2.47
8.84% Power Grid Corporation 2020,Bonds,AAA,2.43 - 2.58,2.43
8.2% National Bank Agr. Rur. Devp 2020,Privately Placed Debts,AAA,2.33 - 2.47,2.33
8.8% REC 2019,Bonds,AAA,0.00 - 2.36,2.32
7.78% HDFC 2020,Debenture,AAA,0.00 - 2.02,2.00
7.81% M&M Financial Services 2019,Debenture,AAA,0.00 - 2.04,1.98
8.87% REC 2020,Bonds,AAA,0.67 - 0.71,0.67
Bajaj Finance 2020,Debenture,AAA,0.63 - 0.65,0.65
8.52% Power Finance Corp. 2019,Bonds,AAA,0.47 - 0.50,0.47
7.97% LIC Housing Fin. 2020,Debenture,AAA,0.33 - 1.05,0.33
612. HDFC Equity Savings Fund
8.85% HDFC Bank 2099,Bonds,AA+,1.46 - 2.13,2.13
9% State Bank of India 2021,Bonds,AA+,1.43 - 2.08,2.08
8.95% Punjab National Bank,Bonds,A,0.00 - 2.03,2.03
9.95% Syndicate Bank,Debenture,A+,0.00 - 1.76,1.76
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.61,1.61
7.2% HDFC 2020,Debenture,AAA,1.05 - 1.56,1.56
7.16% GOI 2023,Central Government Loan,SOV,0.00 - 1.49,1.49
8.75% State Bank of India,Bonds,AA+,0.86 - 1.25,1.25
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.71 - 1.04,1.04
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 1.03,1.03
8.75% Axis Bank,Bonds/Debentures,AA+,0.35 - 0.51,0.51
Reliance Jio Infocomm 2023,Non Convertible Debenture,AAA,0.35 - 0.51,0.51
9.21% Punjab National Bank,Bonds,A,0.00 - 0.51,0.51
9.1% Union Bank of India,Bonds,AA,0.34 - 0.51,0.51
9.08% Union Bank of India 2099,Bonds,AA,0.34 - 0.51,0.51
8.6% Canara Bank,Bonds,AA,0.35 - 0.50,0.50
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,0.27 - 0.39,0.39
M&M Financial Services 2020,Debenture,AAA,0.20 - 0.31,0.31
Aarish Solar Power Ltd. 2027,Zero Coupon Bonds,AA-,0.17 - 0.24,0.24
8.32% Power Grid Corporation 2020,Bonds,AAA,0.14 - 0.21,0.21
8.61% M&M Financial Services 2019,Non Convertible Debenture,AAA,0.14 - 0.21,0.21
9.14% Bank of Baroda,Bonds,AA,0.14 - 0.21,0.21
8.49% HDFC 2020,Debenture,AAA,0.20 - 0.98,0.20
9% Union Bank of India 2099,Bonds,AA-,0.07 - 0.10,0.10
JM Fin Asset Reconstruction co 2020,Debenture,AA-,0.01 - 0.01,0.01
613. HDFC Equity Savings Fund - Direct Plan
8.85% HDFC Bank 2099,Bonds,AA+,1.46 - 2.13,2.13
9% State Bank of India 2021,Bonds,AA+,1.43 - 2.08,2.08
8.95% Punjab National Bank,Bonds,A,0.00 - 2.03,2.03
9.95% Syndicate Bank,Debenture,A+,0.00 - 1.76,1.76
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 1.61,1.61
7.2% HDFC 2020,Debenture,AAA,1.05 - 1.56,1.56
7.16% GOI 2023,Central Government Loan,SOV,0.00 - 1.49,1.49
8.75% State Bank of India,Bonds,AA+,0.86 - 1.25,1.25
