Company,Instrument,Credit Rating,1Y Range,% Assets
SIDBI 2020,Securitised Debt,AAA,0.00 - 2.19,2.03
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.81,1.76
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 1.75,1.75
7.5% Power Finance Corp. 2020,Bonds,AAA,1.44 - 1.85,1.70
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 1.73,1.60
LIC Housing Fin. 364-D 10/02/2020,Commercial Paper,A1+,0.00 - 1.77,1.55
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 1.57,1.45
4% Indiabulls Housing Finance 2019,Debenture,AA+,0.00 - 1.42,1.42
HUDCO 2022,Debenture,AAA,0.00 - 1.37,1.37
8.5% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,0.00 - 1.41,1.30
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 1.77,1.29
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 1.34,1.25
Bharti Telecom 2020,Debenture,AA+,1.20 - 1.47,1.20
8.35% REC 2022,Debenture,AAA,0.00 - 1.18,1.18
1.5% HDFC 2020,Debenture,AAA,0.00 - 1.18,1.18
7.34% HUDCO 2022,Debenture,AAA,0.00 - 1.21,1.17
104. Aditya Birla Sun Life Low Duration Fund - Institutional Plan
7.68% ONGC Petro Additions 2020,Structured Obligation,AAA,0.00 - 4.12,4.12
Adani Properties 2021,Debenture,AA-,3.60 - 4.24,3.60
8.15% REC 2021,Bonds/Debentures,AAA,0.00 - 4.11,2.94
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.79,2.59
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.56,2.56
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 2.57,2.50
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.39,2.31
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 2.47,2.13
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 2.53,2.13
SIDBI 2020,Securitised Debt,AAA,0.00 - 2.19,2.03
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.81,1.76
HDFC 364-D 05/08/2020,Commercial Paper,A1+,0.00 - 1.75,1.75
7.5% Power Finance Corp. 2020,Bonds,AAA,1.44 - 1.85,1.70
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 1.73,1.60
LIC Housing Fin. 364-D 10/02/2020,Commercial Paper,A1+,0.00 - 1.77,1.55
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 1.57,1.45
4% Indiabulls Housing Finance 2019,Debenture,AA+,0.00 - 1.42,1.42
HUDCO 2022,Debenture,AAA,0.00 - 1.37,1.37
8.5% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,0.00 - 1.41,1.30
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 1.77,1.29
HDFC 358-D 10/07/2020,Commercial Paper,A1+,0.00 - 1.34,1.25
Bharti Telecom 2020,Debenture,AA+,1.20 - 1.47,1.20
8.35% REC 2022,Debenture,AAA,0.00 - 1.18,1.18
1.5% HDFC 2020,Debenture,AAA,0.00 - 1.18,1.18
7.34% HUDCO 2022,Debenture,AAA,0.00 - 1.21,1.17
105. Aditya Birla Sun Life Medium Term Plan
Adilink Infra & Multitrading 2020,Debenture,Unrated,5.32 - 9.38,9.08
SP Imperial Star 2022,Debenture,A,3.83 - 6.71,6.71
Sprit Infrapower and Multiventures 2021,Debenture,BBB-,0.00 - 9.54,5.46
6.99% Air India Assets Holdings 2022,Debenture,AAA,0.00 - 4.28,4.28
7.24% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 3.89,3.89
Adani Rail Infra 2020,Debenture,AA-,1.94 - 3.51,3.51
8.37% REC 2028,Debenture,AAA,0.00 - 4.71,2.78
7.26% GOI 2029,GOI Securities,SOV,0.00 - 6.43,2.77
10.25% Adani Transmission 2021,Debenture,AA+,1.71 - 2.73,2.73
7.7% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 2.35,2.35
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 2.56,2.20
7.7% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 1.86,1.86
7.49% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.53,1.53
8.81% JM Financial Products 2020,Debenture,AA,0.93 - 1.51,1.51
9.75% Uttar Pradesh Power Corporation 2020,Debenture,AA-,0.90 - 1.46,1.46
7.17% GOI 2028,GOI Securities,SOV,0.00 - 12.63,1.44
Adani Properties 2021,Debenture,AA-,0.88 - 1.43,1.43
9.75% Uttar Pradesh Power Corporation 2022,Debenture,AA-,0.89 - 1.43,1.43
9.75% Uttar Pradesh Power Corporation 2023,Debenture,AA-,0.89 - 1.42,1.42
9.75% Uttar Pradesh Power Corporation 2024,Debenture,AA-,0.89 - 1.41,1.41
9.75% Uttar Pradesh Power Corporation 2021,Debenture,AA-,0.87 - 1.40,1.40
8.5% Bank of Baroda,Bonds,AA+,0.00 - 1.45,1.39
8.03% Vodafone Idea 2022,Debenture,A,0.00 - 1.28,1.25
6.99% HUDCO 2022,Debenture,AAA,0.00 - 1.24,1.24
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 1.33,1.21
106. Aditya Birla Sun Life Money Manager Fund
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 4.31,4.31
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 3.76,3.76
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 3.62,3.62
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 3.57,3.57
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 3.57,3.57
SIDBI 2020,Commercial Paper,A1+,0.00 - 3.50,3.50
LIC Housing Fin. 364-D 10/02/2020,Commercial Paper,A1+,0.00 - 3.01,2.87
Tata Sons 364-D 10/02/2020,Commercial Paper,A1+,0.00 - 3.60,2.87
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.91,2.86
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.73,2.73
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 2.70,2.67
Axis Bank 2020,Securitised Debt,A1+,0.00 - 3.17,2.63
REC 365-D 04/03/2020,Commercial Paper,A1+,0.00 - 2.66,2.62
HDFC 352-D 28/02/2020,Commercial Paper,A1+,0.00 - 2.39,2.39
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.38,2.38
Britannia Inds. 260-D 20/12/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
HDFC 317-D 24/01/2020,Commercial Paper,A1+,0.00 - 1.92,1.92
Reliance Industries 179-D 02/03/2020,Commercial Paper,A1+,0.00 - 1.91,1.91
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 1.90,1.90
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.49,1.86
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.67,1.67
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 1.70,1.67
L&T Infrastructre Finance 197-D 10/01/2020,Commercial Paper,A1+,0.00 - 1.44,1.44
LIC Housing Fin. 337-D 30/01/2020,Commercial Paper,A1+,0.00 - 1.81,1.44
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.43,1.43
107. Aditya Birla Sun Life Money Manager Fund - Retail Plan
REC 274-D 07/02/2020,Commercial Paper,A1+,0.00 - 4.31,4.31
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 3.76,3.76
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 3.62,3.62
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 3.57,3.57
National Bank Agr. Rur. Devp 310-D 13/03/2020,Commercial Paper,A1+,0.00 - 3.57,3.57
SIDBI 2020,Commercial Paper,A1+,0.00 - 3.50,3.50
LIC Housing Fin. 364-D 10/02/2020,Commercial Paper,A1+,0.00 - 3.01,2.87
Tata Sons 364-D 10/02/2020,Commercial Paper,A1+,0.00 - 3.60,2.87
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 4.91,2.86
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.73,2.73
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 2.70,2.67
Axis Bank 2020,Securitised Debt,A1+,0.00 - 3.17,2.63
REC 365-D 04/03/2020,Commercial Paper,A1+,0.00 - 2.66,2.62
HDFC 352-D 28/02/2020,Commercial Paper,A1+,0.00 - 2.39,2.39
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.38,2.38
Britannia Inds. 260-D 20/12/2019,Commercial Paper,A1+,0.00 - 1.93,1.93
HDFC 317-D 24/01/2020,Commercial Paper,A1+,0.00 - 1.92,1.92
Reliance Industries 179-D 02/03/2020,Commercial Paper,A1+,0.00 - 1.91,1.91
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 1.90,1.90
Indusind Bank 2020,Certificate of Deposit,A1+,0.00 - 2.49,1.86
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 1.67,1.67
Federal Bank 2020,Certificate of Deposit,A1+,0.00 - 1.70,1.67
L&T Infrastructre Finance 197-D 10/01/2020,Commercial Paper,A1+,0.00 - 1.44,1.44
LIC Housing Fin. 337-D 30/01/2020,Commercial Paper,A1+,0.00 - 1.81,1.44
SIDBI 2020,Commercial Paper,A1+,0.00 - 1.43,1.43
111. Aditya Birla Sun Life Retirement Fund - The 50s Plus - Debt Plan - Regular Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 15.81,15.81
8.02% BPCL 2024,Debenture,AAA,9.45 - 11.49,9.45
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,9.34 - 11.52,9.34
8.15% REC 2021,Bonds/Debentures,AAA,9.25 - 11.37,9.25
7.37% GOI 2023,GOI Securities,SOV,4.74 - 5.77,4.74
6.57% GOI 2033,GOI Securities,SOV,4.40 - 5.14,4.40
8.39% State Bank of India 2024,Bonds/Debentures,AA+,3.04 - 3.71,3.04
8.55% HDFC 2029,Debenture,AAA,1.58 - 1.89,1.58
112. Aditya Birla Sun Life Savings Fund
6.35% GOI 2020,GOI Securities,SOV,0.00 - 4.28,4.28
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 3.65,3.65
7.42% Power Finance Corp. 2020,Debenture,AAA,0.20 - 3.16,3.16
7.59% REC 2020,Debenture,AAA,0.00 - 2.90,2.90
Bharti Telecom 2020,Debenture,AA+,1.75 - 2.70,2.70
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 2.09,2.09
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.07 - 1.99,1.99
Hinduja Leyland Finance 2020,Debenture,AA-,1.58 - 1.83,1.70
9% Muthoot Finance 2020,Debenture,AA,0.00 - 1.52,1.52
HDFC 317-D 24/01/2020,Commercial Paper,A1+,0.00 - 1.43,1.43
National Housing Bank 2022,Non Convertible Debenture,AAA,0.00 - 1.40,1.40
1.5% HDFC 2020,Debenture,AAA,0.00 - 1.40,1.40
REC 318-D 30/12/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
Reliance Industries 179-D 02/03/2020,Commercial Paper,A1+,0.00 - 1.32,1.32
Fullerton India Credit 297-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.32,1.32
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.31,1.31
HDFC 337-D 26/05/2020,Commercial Paper,A1+,0.00 - 1.30,1.30
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 1.42,1.16
8.52% Power Finance Corp. 2019,Bonds,AAA,0.00 - 1.12,1.12
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.09,1.09
8.02% National Housing Bank 2022,Debenture,AAA,0.00 - 1.02,1.02
9.36% L&T Finance 2019,Debenture,AAA,0.00 - 1.02,1.02
7.42% REC 2020,Bonds,AAA,0.00 - 1.02,1.02
8.25% Vedanta 2019,Debenture,AA,0.00 - 2.13,1.02
L&T Infrastructre Finance 225-D 27/02/2020,Commercial Paper,A1+,0.00 - 0.99,0.99
113. Aditya Birla Sun Life Savings Fund - Retail Plan
6.35% GOI 2020,GOI Securities,SOV,0.00 - 4.28,4.28
8.5% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 3.65,3.65
7.42% Power Finance Corp. 2020,Debenture,AAA,0.20 - 3.16,3.16
7.59% REC 2020,Debenture,AAA,0.00 - 2.90,2.90
Bharti Telecom 2020,Debenture,AA+,1.75 - 2.70,2.70
8.2% Power Finance Corp. 2020,Bonds/NCDs,AAA,0.00 - 2.09,2.09
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.07 - 1.99,1.99
Hinduja Leyland Finance 2020,Debenture,AA-,1.58 - 1.83,1.70
9% Muthoot Finance 2020,Debenture,AA,0.00 - 1.52,1.52
HDFC 317-D 24/01/2020,Commercial Paper,A1+,0.00 - 1.43,1.43
National Housing Bank 2022,Non Convertible Debenture,AAA,0.00 - 1.40,1.40
1.5% HDFC 2020,Debenture,AAA,0.00 - 1.40,1.40
REC 318-D 30/12/2019,Commercial Paper,A1+,0.00 - 1.34,1.34
Reliance Industries 179-D 02/03/2020,Commercial Paper,A1+,0.00 - 1.32,1.32
Fullerton India Credit 297-D 13/03/2020,Commercial Paper,A1+,0.00 - 1.32,1.32
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 1.31,1.31
HDFC 337-D 26/05/2020,Commercial Paper,A1+,0.00 - 1.30,1.30
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 1.42,1.16
8.52% Power Finance Corp. 2019,Bonds,AAA,0.00 - 1.12,1.12
7.5% Power Finance Corp. 2020,Bonds,AAA,0.00 - 1.09,1.09
8.02% National Housing Bank 2022,Debenture,AAA,0.00 - 1.02,1.02
9.36% L&T Finance 2019,Debenture,AAA,0.00 - 1.02,1.02
7.42% REC 2020,Bonds,AAA,0.00 - 1.02,1.02
8.25% Vedanta 2019,Debenture,AA,0.00 - 2.13,1.02
L&T Infrastructre Finance 225-D 27/02/2020,Commercial Paper,A1+,0.00 - 0.99,0.99
114. Aditya Birla Sun Life Short Term Opportunities Fund
Adani Properties 2021,Debenture,AA-,5.11 - 7.34,7.34
8.35% REC 2022,Debenture,AAA,0.00 - 4.77,4.77
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 3.52,3.52
7.29% SIDBI 2022,Debenture,AAA,0.00 - 3.26,3.26
8.95% Punjab National Bank,Bonds,AA,2.42 - 3.16,3.16
8.75% State Bank of India,Non Convertible Debenture,AA+,0.00 - 3.08,3.08
8.5% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,0.00 - 4.11,2.98
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 2.97,2.97
7.61% HUDCO 2022,Debenture,AAA,0.00 - 2.78,2.78
HUDCO 2022,Debenture,AAA,0.00 - 2.42,2.42
9.6% Grand View Estates 2020,Debenture,A+,0.00 - 2.37,2.37
8.15% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 3.88,2.28
11% Cholamandalam Invest. & Fin. 2020,Debenture,AA+,1.68 - 2.13,2.13
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 1.70,1.70
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.00 - 1.65,1.65
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.64,1.64
7.89% SIDBI 2022,Non Convertible Debenture,AAA,0.00 - 1.63,1.63
6.99% SIDBI 2022,Bonds/NCDs,AAA,0.00 - 1.62,1.62
7.532% M&M Financial Services 2020,Non Convertible Debenture,AAA,0.00 - 1.61,1.61
4% Indiabulls Housing Finance 2019,Debenture,AA+,0.00 - 1.52,1.52
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 1.49,1.49
6.98% National Bank Agr. Rur. Devp 2020,Debenture,AAA,0.00 - 1.45,1.45
8.23% HUDCO 2022,Non Convertible Debenture,AAA,0.00 - 1.32,1.32
8.03% Vodafone Idea 2022,Debenture,A,0.00 - 1.36,1.30
9.1% India Grid Trust 2022,Debenture,AAA,0.00 - 1.58,1.30
116. Axis Banking & PSU Debt Fund
9.95% Food Corporation of India 2022,Bonds,AAA,5.18 - 9.72,8.40
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 7.50,6.58
8.81% SIDBI 2022,Debenture,AAA,4.59 - 8.14,4.59
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 6.29,4.36
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 4.66,3.87
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,2.56 - 5.96,3.65
8.35% REC 2022,Debenture,AAA,0.00 - 3.64,3.44
6.99% SIDBI 2022,Bonds/NCDs,AAA,0.00 - 2.84,2.84
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,1.83 - 4.57,2.82
7.87% HDFC 2022,Non Convertible Debenture,AAA,0.00 - 2.64,2.64
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 2.34,2.34
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,2.16 - 9.67,2.16
7.1% Power Finance Corp. 2022,Bonds/NCDs,AAA,2.03 - 5.49,2.03
8.18% Power Finance Corp. 2022,Debenture,AAA,0.00 - 2.07,1.96
8.5% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,0.00 - 2.20,1.92
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.10,1.58
7.85% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 1.56,1.44
7.6% Nat. Highways Authority 2022,Bonds,AAA,1.42 - 6.69,1.42
7% Reliance Industries 2022,Non Convertible Debenture,AAA,1.34 - 8.14,1.34
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 1.90,1.28
7.28% Power Finance Corp. 2022,Bonds,AAA,1.21 - 5.54,1.21
8.88% Export-Import Bank 2022,Bonds,AAA,1.14 - 5.55,1.14
8.4% SIDBI 2021,Debenture,AAA,0.00 - 1.85,1.13
6.98% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 1.11,1.11
8.6% Bank of Baroda 2029,Bonds/Debentures,AAA,0.00 - 2.10,1.11
118. Axis Corporate Debt Fund - Regular Plan
8.05% HDFC 2022,Debenture,AAA,0.00 - 11.18,11.18
7.95% SIDBI 2022,Debenture,AAA,0.00 - 11.05,10.15
7.6% ICICI Bank 2023,Bonds,AAA,0.00 - 10.01,10.01
8.45% REC 2022,Debenture,AAA,0.00 - 7.35,7.35
8.2% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 7.56,7.01
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 6.97,6.97
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 5.68,5.68
7.99% LIC Housing Fin. 2029,Non Convertible Debenture,AAA,0.00 - 5.56,5.56
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 5.48,5.48
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,0.00 - 5.02,5.02
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 4.00,4.00
8.595% LIC Housing Fin. 2022,Debenture,AAA,0.00 - 3.38,3.38
HDFC Bank 2028,Debenture,AAA,0.00 - 6.02,2.89
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 2.88,2.88
8.45% Power Finance Corp. 2022,Non Convertible Debenture,AAA,0.00 - 2.83,2.83
SREI Equipment Finance 2022,Structured Obligation,AAA,0.90 - 1.92,0.90
9.32% Magma Fincorp 2021,Pass Through Certificate,AAA,0.42 - 0.83,0.43
7% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 4.48,0.27
119. Axis Credit Risk Fund - Regular Plan
Magma Fincorp 2023,Debenture,AAA,0.00 - 3.51,3.33
9.7% Coastal Gujarat Power 2023,Non Convertible Debenture,AA,2.66 - 3.33,3.33
JSW Techno Projects Management 2021,Debenture,A,2.44 - 3.26,3.26
9.15% Birla Corporation 2021,Debenture,AA,2.58 - 3.18,3.18
8.85% Hinduja Leyland Finance 2020,Debenture,AA-,2.46 - 3.08,3.08
8.66% NUVOCO Vistas Corp. 2021,Debenture,AA,0.00 - 2.85,2.85
India Infoline Finance 2020,Securitised Debt,A1+,0.00 - 2.82,2.82
7.85% Bhopal Dhule Transmission 2022,Debenture,AAA,1.15 - 2.72,2.72
9.95% Narmada Wind Energy Pvt. 2023,Debenture,A+,2.27 - 2.70,2.70
Essel Mining Industries 2022,Debenture,AA-,0.00 - 2.57,2.57
8.7% JK Lakshmi Cement 2020,Debenture,AA-,2.06 - 2.57,2.57
7.84% PVR 2020,Debenture,AA-,2.55 - 3.18,2.55
9.14% Zydus Wellness 2022,Debenture,AA+,0.00 - 1.85,1.85
9.14% Zydus Wellness 2023,Debenture,AA+,0.00 - 1.85,1.85
Bahadur Chand Investments 2024,Floating Rate Debenture,AA,0.00 - 1.85,1.85
Shriram Transport Finance 2022,Debenture,AAA,1.85 - 4.07,1.85
9.26% Jubilant Life Sciences 2022,Non Convertible Debenture,AA,1.48 - 1.85,1.85
India Grid Trust 2029,Non Convertible Debenture,AAA,0.00 - 1.84,1.84
8.65% Dalmia Cement (Bharat) Ltd 2020,Debenture,AA,0.00 - 1.82,1.82
7.85% Talwandi Sabo Power 2020,Structured Obligation,AA,0.00 - 1.81,1.81
Indostar Capital Finance 2021,Debenture,AA-,0.00 - 1.78,1.78
7.99% Tata Power 2022,Debenture,AA,0.00 - 1.77,1.77
8.15% REC 2022,Non Convertible Debenture,AAA,0.00 - 1.49,1.49
11.9414% Ess Kay Fincorp 2022,Debenture,A,0.00 - 1.47,1.47
7.99% Tata Power 2021,Debenture,AA,1.35 - 2.59,1.43
120. Axis Dynamic Bond Fund
7.26% GOI 2029,GOI Securities,SOV,0.00 - 28.59,9.55
9.21% Punjab National Bank,Bonds,A,0.00 - 7.81,7.61
8.85% Power Finance Corp. 2029,Bonds/NCDs,AAA,0.00 - 9.82,7.35
8.56% REC 2028,Debenture,AAA,0.00 - 7.01,6.53
8.49% Nat. Highways Authority 2029,Non Convertible Debenture,AAA,0.00 - 6.92,6.51
9.95% Syndicate Bank,Debenture,A+,0.00 - 6.07,5.66
Tata Power 2072,Debenture,AA-,2.66 - 3.18,2.90
9.41% India Infrastructure Finance Co 2037,Bonds,AAA,1.69 - 2.07,1.90
SREI Equipment Finance 2022,Structured Obligation,AAA,1.50 - 3.89,1.50
Zenith Trust Co. 2020,Debenture,A,0.00 - 1.85,0.54
10.6% Ess Kay Fincorp 2020,Debenture,A+,0.00 - 0.96,0.35
8.6% GOI 2028,Central Government Loan,SOV,0.20 - 0.25,0.23
Northern ARC Capital 2020,Debenture,AA-,0.06 - 0.96,0.06
124. Axis Fixed Term Plan Series 100 (1172 Days) - Regular Plan
LIC Housing Fin. 2022,Debenture,AAA,9.73 - 9.83,9.83
HDB Financial Services 2022,Debenture,AAA,9.69 - 9.80,9.80
8.81% SIDBI 2022,Debenture,AAA,9.14 - 9.65,9.14
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,9.08 - 9.57,9.08
7.85% Bhopal Dhule Transmission 2022,Debenture,AAA,9.03 - 9.66,9.03
Bajaj Housing Finance 2022,Debenture,AAA,0.00 - 9.03,9.03
7.46% REC 2022,Non Convertible Debenture,AAA,8.80 - 9.22,8.80
8.25% Tata Sons 2022,Debenture,AAA,8.80 - 9.28,8.80
7.6% Nat. Highways Authority 2022,Bonds,AAA,8.50 - 8.92,8.50
9.95% Food Corporation of India 2022,Bonds,-,0.00 - 8.47,8.47
7.2% Power Grid Corporation 2021,Bonds,AAA,0.00 - 3.08,2.96
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.20,2.15
8.7% NHPC 2022,Bonds,AAA,0.00 - 0.45,0.44
125. Axis Fixed Term Plan Series 101 (1154 Days) - Regular Plan
Bajaj Housing Finance 2022,Debenture,AAA,9.76 - 9.88,9.88
Bajaj Finance 2022,Zero Coupon Bonds,AAA,9.60 - 9.74,9.74
8.45% REC 2022,Debenture,AAA,9.29 - 9.76,9.29
7.85% Bhopal Dhule Transmission 2022,Debenture,AAA,9.21 - 9.78,9.21
7.4% Power Finance Corp. 2021,Bonds,AAA,9.07 - 9.45,9.07
8.81% SIDBI 2022,Debenture,AAA,9.05 - 9.53,9.05
9.95% Food Corporation of India 2022,Bonds,-,0.00 - 8.15,8.15
HDB Financial Services 2022,Debenture,AAA,7.68 - 7.76,7.76
M&M Financial Services 2022,Debenture,AAA,7.29 - 7.35,7.32
8.75% Kerala State 2022,State Development Loan,SOV,0.00 - 7.59,7.31
LIC Housing Fin. 2022,Debenture,AAA,5.02 - 5.06,5.06
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,4.31 - 9.45,4.31
8.5% SIDBI 2021,Debenture,AAA,0.00 - 0.37,0.36
126. Axis Fixed Term Plan Series 102 (1133 Days) - Regular Plan
8.7% NHPC 2022,Bonds,AAA,10.39 - 10.84,10.39
LIC Housing Fin. 2022,Debenture,AAA,9.79 - 9.86,9.86
HDB Financial Services 2022,Debenture,AAA,9.45 - 9.83,9.83
Bajaj Housing Finance 2022,Debenture,AAA,9.59 - 9.68,9.68
9.95% Food Corporation of India 2022,Bonds,AAA,9.39 - 9.90,9.39
8.75% Kerala State 2022,State Development Loan,SOV,9.10 - 9.62,9.10
7.4% Power Finance Corp. 2021,Bonds,AAA,8.84 - 9.17,8.84
7.85% Bhopal Dhule Transmission 2022,Debenture,AAA,8.65 - 9.08,8.65
Bajaj Finance 2022,Zero Coupon Bonds,AAA,8.13 - 8.22,8.22
8.45% REC 2022,Debenture,AAA,7.25 - 7.56,7.25
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,2.96 - 3.08,2.96
Kotak Mahindra Investments 2022,Debenture,AAA,2.42 - 2.43,2.43
8.5% SIDBI 2021,Debenture,AAA,0.30 - 0.32,0.30
127. Axis Fixed Term Plan Series 104 (1112 Days) - Regular Plan
Kotak Mahindra Investments 2022,Debenture,AAA,0.00 - 9.45,9.45
7.2% Power Grid Corporation 2021,Bonds,AAA,5.57 - 9.63,9.37
6.7% IRFC 2021,Bonds/NCDs,AAA,4.96 - 9.53,9.26
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,5.75 - 9.59,9.25
8.81% SIDBI 2022,Debenture,AAA,0.00 - 9.40,9.10
M&M Financial Services 2022,Debenture,AAA,0.00 - 9.12,9.09
LIC Housing Fin. 2022,Debenture,AAA,7.49 - 9.49,7.51
Bajaj Housing Finance 2022,Debenture,AAA,2.51 - 6.90,6.90
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.00 - 6.69,6.50
HDB Financial Services 2022,Debenture,AAA,0.00 - 6.42,6.42
8.18% Power Finance Corp. 2022,Debenture,AAA,4.89 - 5.07,4.89
8.35% REC 2022,Debenture,AAA,4.50 - 4.80,4.68
7.17% Nat. Highways Authority 2021,Non Convertible Debenture,AAA,2.69 - 5.02,2.69
8.7% NHPC 2022,Bonds,AAA,0.00 - 1.25,1.22
8.58% HDFC 2022,Debenture,AAA,0.55 - 8.50,0.55
128. Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan
