Company,Instrument,Credit Rating,1Y Range,% Assets
Shriram City Union Finance 2021,Debenture,AA+,0.00 - 1.22,1.05
HDFC 352-D 27/02/2020,Commercial Paper,A1+,0.00 - 1.09,1.03
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 0.72,0.68
HDFC 360-D 14/11/2019,Commercial Paper,A1+,0.00 - 0.55,0.53
HDFC 321-D 05/12/2019,Commercial Paper,A1+,0.00 - 0.55,0.52
IDFC First Bank,Fixed Deposits,-,0.00 - 0.43,0.37
7.67% HDFC 2020,Bonds/NCDs,AAA,0.00 - 0.27,0.27
HDFC 329-D 13/12/2019,Commercial Paper,A1+,0.00 - 0.28,0.26
765. Nippon India Balanced Advantage Fund
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 4.38,4.38
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 4.79,3.54
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,0.00 - 3.78,2.42
7.445% LIC Housing Fin. 2023,Debenture,AAA,0.00 - 2.07,2.07
Indian Receivable Trust 2019,Zero Coupon Bonds,A,0.00 - 2.61,2.04
Muthoot Finance 2023,Bonds/Debentures,AA,0.00 - 3.05,1.95
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 1.29,1.29
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 1.17,1.07
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,0.00 - 1.16,1.06
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 1.09,1.05
National Housing Bank 2022,Non Convertible Debenture,AAA,0.00 - 1.09,1.05
8.12% Nabha Power 2021,Non Convertible Debenture,AAA,1.04 - 2.01,1.04
7.49% Gruh Finance 2022,Bonds/Debentures,AAA,0.00 - 1.13,1.04
SIDBI 2020,Commercial Paper,A1+,0.00 - 0.63,0.61
8.45% REC 2022,Debenture,AAA,0.00 - 0.54,0.49
8.83% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.24,0.22
766. Nippon India Balanced Advantage Fund - Direct Plan
8.9% State Bank of India 2028,Non Convertible Debenture,AAA,0.00 - 4.38,4.38
8.3% Reliance Industries 2022,Debenture,AAA,0.00 - 4.79,3.54
8.75% Muthoot Finance 2021,Bonds/NCDs,AA,0.00 - 3.78,2.42
7.445% LIC Housing Fin. 2023,Debenture,AAA,0.00 - 2.07,2.07
Indian Receivable Trust 2019,Zero Coupon Bonds,A,0.00 - 2.61,2.04
Muthoot Finance 2023,Bonds/Debentures,AA,0.00 - 3.05,1.95
8.5% National Bank Agr. Rur. Devp,Debenture,AAA,0.00 - 1.29,1.29
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.00 - 1.17,1.07
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,0.00 - 1.16,1.06
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.00 - 1.09,1.05
National Housing Bank 2022,Non Convertible Debenture,AAA,0.00 - 1.09,1.05
8.12% Nabha Power 2021,Non Convertible Debenture,AAA,1.04 - 2.01,1.04
7.49% Gruh Finance 2022,Bonds/Debentures,AAA,0.00 - 1.13,1.04
SIDBI 2020,Commercial Paper,A1+,0.00 - 0.63,0.61
8.45% REC 2022,Debenture,AAA,0.00 - 0.54,0.49
8.83% REC 2022,Non Convertible Debenture,AAA,0.00 - 0.24,0.22
772. Nippon India Dual Advantage Fixed Tenure Fund IX - Plan D - Direct Plan
8.7233% Tata Capital Housing Finance 2019,Debenture,AAA,7.63 - 8.03,7.96
8.7233% Tata Capital Financial Services 2019,Debenture,AAA,7.63 - 8.03,7.96
8.95% Reliance Jio Infocomm 2019,Debenture,AAA,5.86 - 6.23,6.10
9.02% REC 2019,Bonds,AAA,5.87 - 6.25,6.10
8.8% REC 2019,Bonds/NCDs,AAA,2.99 - 3.18,3.11
8.49% NHPC 2019,Bonds,AAA,2.93 - 3.11,3.05
8.76% Power Finance Corp. 2019,Bonds,AAA,2.93 - 3.12,3.05
8.96% Power Finance Corp. 2019,Bonds,AAA,2.93 - 3.12,3.05
8.65% Power Finance Corp. 2019,Non Convertible Debenture,AAA,2.93 - 3.11,3.05
8.84% Power Grid Corporation 2019,Bonds,AAA,2.35 - 3.12,2.44
8.37% LIC Housing Fin. 2019,Bonds/Debentures,AAA,1.76 - 1.86,1.82
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 1.76,1.76
8.8% Power Finance Corp. 2019,Bonds,AAA,0.00 - 1.64,1.64
IDFC First Bank 2019,Certificate of Deposit,A1+,0.46 - 0.67,0.67
7.8% HDFC 2019,Debenture,AAA,0.00 - 0.61,0.61
8.8% REC 2019,Bonds,AAA,0.12 - 0.25,0.24
8.56% REC 2019,Bonds,AAA,0.12 - 0.12,0.12
773. Nippon India Dual Advantage Fixed Tenure Fund IX - Plan D - Regular Plan
8.7233% Tata Capital Housing Finance 2019,Debenture,AAA,7.63 - 8.03,7.96
8.7233% Tata Capital Financial Services 2019,Debenture,AAA,7.63 - 8.03,7.96
8.95% Reliance Jio Infocomm 2019,Debenture,AAA,5.86 - 6.23,6.10
9.02% REC 2019,Bonds,AAA,5.87 - 6.25,6.10
8.8% REC 2019,Bonds/NCDs,AAA,2.99 - 3.18,3.11
8.49% NHPC 2019,Bonds,AAA,2.93 - 3.11,3.05
8.76% Power Finance Corp. 2019,Bonds,AAA,2.93 - 3.12,3.05
8.96% Power Finance Corp. 2019,Bonds,AAA,2.93 - 3.12,3.05
8.65% Power Finance Corp. 2019,Non Convertible Debenture,AAA,2.93 - 3.11,3.05
8.84% Power Grid Corporation 2019,Bonds,AAA,2.35 - 3.12,2.44
8.37% LIC Housing Fin. 2019,Bonds/Debentures,AAA,1.76 - 1.86,1.82
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 1.76,1.76
8.8% Power Finance Corp. 2019,Bonds,AAA,0.00 - 1.64,1.64
IDFC First Bank 2019,Certificate of Deposit,A1+,0.46 - 0.67,0.67
7.8% HDFC 2019,Debenture,AAA,0.00 - 0.61,0.61
8.8% REC 2019,Bonds,AAA,0.12 - 0.25,0.24
8.56% REC 2019,Bonds,AAA,0.12 - 0.12,0.12
774. Nippon India Dual Advantage Fixed Tenure Fund X - Plan A - Direct Plan
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,24.52 - 25.97,25.46
Bajaj Finance,Zero Coupon Bonds,AAA,11.23 - 12.04,12.04
7.8% Aditya Birla Housing Finance 2020,Debenture,AAA,9.89 - 10.56,10.56
8.6% LIC Housing Fin. 2020,Debenture,AAA,9.47 - 9.97,9.87
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,8.52 - 9.02,8.88
3% HDB Financial Services 2020,Debenture,AAA,2.19 - 2.35,2.35
Indusind Bank 2019,Certificate of Deposit,A1+,1.40 - 2.18,1.40
8.21% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.21,1.21
8.45% Power Finance Corp. 2020,Bonds,AAA,1.16 - 1.22,1.21
8.7% Power Finance Corp. 2020,Bonds,AAA,0.77 - 1.12,0.77
Kotak Mahindra Prime 2020,Debenture,AAA,0.62 - 0.66,0.66
7.46% Power Finance Corp. 2020,Bonds,AAA,0.10 - 0.11,0.11
7.42% Power Finance Corp. 2020,Debenture,AAA,0.10 - 0.11,0.11
775. Nippon India Dual Advantage Fixed Tenure Fund X - Plan A - Regular Plan
8.03% Uttar Pradesh State 2020,State Development Loan,SOV,24.52 - 25.97,25.46
Bajaj Finance,Zero Coupon Bonds,AAA,11.23 - 12.04,12.04
7.8% Aditya Birla Housing Finance 2020,Debenture,AAA,9.89 - 10.56,10.56
8.6% LIC Housing Fin. 2020,Debenture,AAA,9.47 - 9.97,9.87
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,8.52 - 9.02,8.88
3% HDB Financial Services 2020,Debenture,AAA,2.19 - 2.35,2.35
Indusind Bank 2019,Certificate of Deposit,A1+,1.40 - 2.18,1.40
8.21% Rajasthan State 2020,State Development Loan,SOV,0.00 - 1.21,1.21
8.45% Power Finance Corp. 2020,Bonds,AAA,1.16 - 1.22,1.21
8.7% Power Finance Corp. 2020,Bonds,AAA,0.77 - 1.12,0.77
Kotak Mahindra Prime 2020,Debenture,AAA,0.62 - 0.66,0.66
7.46% Power Finance Corp. 2020,Bonds,AAA,0.10 - 0.11,0.11
7.42% Power Finance Corp. 2020,Debenture,AAA,0.10 - 0.11,0.11
